ID	length	range
nonAMP148851	163	151-200
nonAMP148852	179	151-200
nonAMP148853	215	>200
nonAMP148854	10	0-50
nonAMP148855	123	101-150
nonAMP148856	146	101-150
nonAMP148857	251	>200
nonAMP148858	77	51-100
nonAMP148859	223	>200
nonAMP148860	10	0-50
nonAMP148861	136	101-150
nonAMP148862	146	101-150
nonAMP148863	175	151-200
nonAMP148864	65	51-100
nonAMP148865	215	>200
nonAMP148866	234	>200
nonAMP148867	135	101-150
nonAMP148868	98	51-100
nonAMP148869	163	151-200
nonAMP148870	102	101-150
nonAMP148871	245	>200
nonAMP148872	49	0-50
nonAMP148873	129	101-150
nonAMP148874	80	51-100
nonAMP148875	12	0-50
nonAMP148876	165	151-200
nonAMP148877	31	0-50
nonAMP148878	183	151-200
nonAMP148879	254	>200
nonAMP148880	138	101-150
nonAMP148881	132	101-150
nonAMP148882	106	101-150
nonAMP148883	72	51-100
nonAMP148884	237	>200
nonAMP148885	93	51-100
nonAMP148886	128	101-150
nonAMP148887	239	>200
nonAMP148888	252	>200
nonAMP148889	210	>200
nonAMP148890	72	51-100
nonAMP148891	226	>200
nonAMP148892	105	101-150
nonAMP148893	226	>200
nonAMP148894	207	>200
nonAMP148895	61	51-100
nonAMP148896	224	>200
nonAMP148897	182	151-200
nonAMP148898	230	>200
nonAMP148899	105	101-150
nonAMP148900	124	101-150
nonAMP148901	132	101-150
nonAMP148902	246	>200
nonAMP148903	137	101-150
nonAMP148904	64	51-100
nonAMP148905	99	51-100
nonAMP148906	185	151-200
nonAMP148907	49	0-50
nonAMP148908	21	0-50
nonAMP148909	232	>200
nonAMP148910	254	>200
nonAMP148911	133	101-150
nonAMP148912	117	101-150
nonAMP148913	129	101-150
nonAMP148914	165	151-200
nonAMP148915	198	151-200
nonAMP148916	216	>200
nonAMP148917	110	101-150
nonAMP148918	100	51-100
nonAMP148919	186	151-200
nonAMP148920	232	>200
nonAMP148921	187	151-200
nonAMP148922	110	101-150
nonAMP148923	74	51-100
nonAMP148924	78	51-100
nonAMP148925	217	>200
nonAMP148926	105	101-150
nonAMP148927	237	>200
nonAMP148928	178	151-200
nonAMP148929	19	0-50
nonAMP148930	183	151-200
nonAMP148931	224	>200
nonAMP148932	249	>200
nonAMP148933	25	0-50
nonAMP148934	226	>200
nonAMP148935	242	>200
nonAMP148936	247	>200
nonAMP148937	90	51-100
nonAMP148938	115	101-150
nonAMP148939	248	>200
nonAMP148940	17	0-50
nonAMP148941	167	151-200
nonAMP148942	69	51-100
nonAMP148943	156	151-200
nonAMP148944	229	>200
nonAMP148945	81	51-100
nonAMP148946	219	>200
nonAMP148947	119	101-150
nonAMP148948	249	>200
nonAMP148949	182	151-200
nonAMP148950	132	101-150
nonAMP148951	142	101-150
nonAMP148952	138	101-150
nonAMP148953	224	>200
nonAMP148954	167	151-200
nonAMP148955	190	151-200
nonAMP148956	246	>200
nonAMP148957	156	151-200
nonAMP148958	219	>200
nonAMP148959	177	151-200
nonAMP148960	56	51-100
nonAMP148961	247	>200
nonAMP148962	188	151-200
nonAMP148963	249	>200
nonAMP148964	123	101-150
nonAMP148965	207	>200
nonAMP148966	252	>200
nonAMP148967	145	101-150
nonAMP148968	176	151-200
nonAMP148969	45	0-50
nonAMP148970	229	>200
nonAMP148971	127	101-150
nonAMP148972	185	151-200
nonAMP148973	206	>200
nonAMP148974	247	>200
nonAMP148975	146	101-150
nonAMP148976	210	>200
nonAMP148977	114	101-150
nonAMP148978	177	151-200
nonAMP148979	221	>200
nonAMP148980	65	51-100
nonAMP148981	78	51-100
nonAMP148982	214	>200
nonAMP148983	214	>200
nonAMP148984	137	101-150
nonAMP148985	30	0-50
nonAMP148986	203	>200
nonAMP148987	240	>200
nonAMP148988	216	>200
nonAMP148989	185	151-200
nonAMP148990	164	151-200
nonAMP148991	190	151-200
nonAMP148992	210	>200
nonAMP148993	118	101-150
nonAMP148994	255	>200
nonAMP148995	89	51-100
nonAMP148996	209	>200
nonAMP148997	139	101-150
nonAMP148998	147	101-150
nonAMP148999	160	151-200
nonAMP149000	211	>200
nonAMP149001	163	151-200
nonAMP149002	127	101-150
nonAMP149003	147	101-150
nonAMP149004	104	101-150
nonAMP149005	221	>200
nonAMP149006	211	>200
nonAMP149007	116	101-150
nonAMP149008	201	>200
nonAMP149009	100	51-100
nonAMP149010	206	>200
nonAMP149011	229	>200
nonAMP149012	235	>200
nonAMP149013	149	101-150
nonAMP149014	124	101-150
nonAMP149015	196	151-200
nonAMP149016	55	51-100
nonAMP149017	163	151-200
nonAMP149018	175	151-200
nonAMP149019	172	151-200
nonAMP149020	29	0-50
nonAMP149021	156	151-200
nonAMP149022	138	101-150
nonAMP149023	194	151-200
nonAMP149024	214	>200
nonAMP149025	97	51-100
nonAMP149026	177	151-200
nonAMP149027	255	>200
nonAMP149028	223	>200
nonAMP149029	251	>200
nonAMP149030	65	51-100
nonAMP149031	166	151-200
nonAMP149032	252	>200
nonAMP149033	72	51-100
nonAMP149034	103	101-150
nonAMP149035	237	>200
nonAMP149036	80	51-100
nonAMP149037	255	>200
nonAMP149038	229	>200
nonAMP149039	193	151-200
nonAMP149040	245	>200
nonAMP149041	185	151-200
nonAMP149042	60	51-100
nonAMP149043	130	101-150
nonAMP149044	207	>200
nonAMP149045	182	151-200
nonAMP149046	193	151-200
nonAMP149047	150	101-150
nonAMP149048	124	101-150
nonAMP149049	235	>200
nonAMP149050	192	151-200
nonAMP149051	118	101-150
nonAMP149052	253	>200
nonAMP149053	195	151-200
nonAMP149054	201	>200
nonAMP149055	102	101-150
nonAMP149056	248	>200
nonAMP149057	146	101-150
nonAMP149058	199	151-200
nonAMP149059	179	151-200
nonAMP149060	102	101-150
nonAMP149061	184	151-200
nonAMP149062	164	151-200
nonAMP149063	162	151-200
nonAMP149064	80	51-100
nonAMP149065	223	>200
nonAMP149066	238	>200
nonAMP149067	143	101-150
nonAMP149068	174	151-200
nonAMP149069	206	>200
nonAMP149070	211	>200
nonAMP149071	121	101-150
nonAMP149072	233	>200
nonAMP149073	141	101-150
nonAMP149074	129	101-150
nonAMP149075	211	>200
nonAMP149076	220	>200
nonAMP149077	88	51-100
nonAMP149078	148	101-150
nonAMP149079	38	0-50
nonAMP149080	198	151-200
nonAMP149081	106	101-150
nonAMP149082	223	>200
nonAMP149083	66	51-100
nonAMP149084	67	51-100
nonAMP149085	126	101-150
nonAMP149086	14	0-50
nonAMP149087	238	>200
nonAMP149088	157	151-200
nonAMP149089	202	>200
nonAMP149090	133	101-150
nonAMP149091	255	>200
nonAMP149092	91	51-100
nonAMP149093	148	101-150
nonAMP149094	98	51-100
nonAMP149095	183	151-200
nonAMP149096	118	101-150
nonAMP149097	225	>200
nonAMP149098	245	>200
nonAMP149099	216	>200
nonAMP149100	240	>200
nonAMP149101	233	>200
nonAMP149102	174	151-200
nonAMP149103	156	151-200
nonAMP149104	157	151-200
nonAMP149105	225	>200
nonAMP149106	235	>200
nonAMP149107	93	51-100
nonAMP149108	219	>200
nonAMP149109	53	51-100
nonAMP149110	240	>200
nonAMP149111	173	151-200
nonAMP149112	13	0-50
nonAMP149113	206	>200
nonAMP149114	238	>200
nonAMP149115	152	151-200
nonAMP149116	154	151-200
nonAMP149117	145	101-150
nonAMP149118	128	101-150
nonAMP149119	163	151-200
nonAMP149120	146	101-150
nonAMP149121	236	>200
nonAMP149122	239	>200
nonAMP149123	175	151-200
nonAMP149124	161	151-200
nonAMP149125	68	51-100
nonAMP149126	178	151-200
nonAMP149127	100	51-100
nonAMP149128	172	151-200
nonAMP149129	210	>200
nonAMP149130	215	>200
nonAMP149131	224	>200
nonAMP149132	129	101-150
nonAMP149133	227	>200
nonAMP149134	236	>200
nonAMP149135	197	151-200
nonAMP149136	206	>200
nonAMP149137	238	>200
nonAMP149138	15	0-50
nonAMP149139	185	151-200
nonAMP149140	144	101-150
nonAMP149141	110	101-150
nonAMP149142	247	>200
nonAMP149143	118	101-150
nonAMP149144	235	>200
nonAMP149145	99	51-100
nonAMP149146	11	0-50
nonAMP149147	67	51-100
nonAMP149148	177	151-200
nonAMP149149	214	>200
nonAMP149150	152	151-200
nonAMP149151	248	>200
nonAMP149152	124	101-150
nonAMP149153	193	151-200
nonAMP149154	81	51-100
nonAMP149155	215	>200
nonAMP149156	251	>200
nonAMP149157	148	101-150
nonAMP149158	79	51-100
nonAMP149159	156	151-200
nonAMP149160	159	151-200
nonAMP149161	139	101-150
nonAMP149162	240	>200
nonAMP149163	185	151-200
nonAMP149164	127	101-150
nonAMP149165	147	101-150
nonAMP149166	93	51-100
nonAMP149167	124	101-150
nonAMP149168	99	51-100
nonAMP149169	236	>200
nonAMP149170	63	51-100
nonAMP149171	156	151-200
nonAMP149172	210	>200
nonAMP149173	187	151-200
nonAMP149174	144	101-150
nonAMP149175	112	101-150
nonAMP149176	202	>200
nonAMP149177	182	151-200
nonAMP149178	115	101-150
nonAMP149179	183	151-200
nonAMP149180	194	151-200
nonAMP149181	186	151-200
nonAMP149182	186	151-200
nonAMP149183	162	151-200
nonAMP149184	207	>200
nonAMP149185	67	51-100
nonAMP149186	159	151-200
nonAMP149187	194	151-200
nonAMP149188	169	151-200
nonAMP149189	168	151-200
nonAMP149190	151	151-200
nonAMP149191	37	0-50
nonAMP149192	181	151-200
nonAMP149193	85	51-100
nonAMP149194	172	151-200
nonAMP149195	212	>200
nonAMP149196	129	101-150
nonAMP149197	144	101-150
nonAMP149198	124	101-150
nonAMP149199	197	151-200
nonAMP149200	161	151-200
nonAMP149201	202	>200
nonAMP149202	254	>200
nonAMP149203	196	151-200
nonAMP149204	42	0-50
nonAMP149205	174	151-200
nonAMP149206	123	101-150
nonAMP149207	14	0-50
nonAMP149208	198	151-200
nonAMP149209	51	51-100
nonAMP149210	215	>200
nonAMP149211	147	101-150
nonAMP149212	176	151-200
nonAMP149213	114	101-150
nonAMP149214	217	>200
nonAMP149215	176	151-200
nonAMP149216	154	151-200
nonAMP149217	192	151-200
nonAMP149218	212	>200
nonAMP149219	140	101-150
nonAMP149220	152	151-200
nonAMP149221	78	51-100
nonAMP149222	90	51-100
nonAMP149223	238	>200
nonAMP149224	203	>200
nonAMP149225	185	151-200
nonAMP149226	150	101-150
nonAMP149227	150	101-150
nonAMP149228	123	101-150
nonAMP149229	248	>200
nonAMP149230	97	51-100
nonAMP149231	155	151-200
nonAMP149232	156	151-200
nonAMP149233	165	151-200
nonAMP149234	202	>200
nonAMP149235	209	>200
nonAMP149236	146	101-150
nonAMP149237	189	151-200
nonAMP149238	221	>200
nonAMP149239	14	0-50
nonAMP149240	149	101-150
nonAMP149241	194	151-200
nonAMP149242	240	>200
nonAMP149243	250	>200
nonAMP149244	241	>200
nonAMP149245	195	151-200
nonAMP149246	105	101-150
nonAMP149247	130	101-150
nonAMP149248	139	101-150
nonAMP149249	187	151-200
nonAMP149250	95	51-100
nonAMP149251	247	>200
nonAMP149252	83	51-100
nonAMP149253	101	101-150
nonAMP149254	16	0-50
nonAMP149255	183	151-200
nonAMP149256	151	151-200
nonAMP149257	108	101-150
nonAMP149258	166	151-200
nonAMP149259	118	101-150
nonAMP149260	252	>200
nonAMP149261	91	51-100
nonAMP149262	226	>200
nonAMP149263	184	151-200
nonAMP149264	143	101-150
nonAMP149265	76	51-100
nonAMP149266	211	>200
nonAMP149267	106	101-150
nonAMP149268	120	101-150
nonAMP149269	98	51-100
nonAMP149270	212	>200
nonAMP149271	207	>200
nonAMP149272	181	151-200
nonAMP149273	77	51-100
nonAMP149274	249	>200
nonAMP149275	54	51-100
nonAMP149276	144	101-150
nonAMP149277	69	51-100
nonAMP149278	115	101-150
nonAMP149279	201	>200
nonAMP149280	29	0-50
nonAMP149281	130	101-150
nonAMP149282	110	101-150
nonAMP149283	127	101-150
nonAMP149284	104	101-150
nonAMP149285	154	151-200
nonAMP149286	185	151-200
nonAMP149287	131	101-150
nonAMP149288	141	101-150
nonAMP149289	251	>200
nonAMP149290	208	>200
nonAMP149291	253	>200
nonAMP149292	246	>200
nonAMP149293	135	101-150
nonAMP149294	68	51-100
nonAMP149295	44	0-50
nonAMP149296	128	101-150
nonAMP149297	143	101-150
nonAMP149298	77	51-100
nonAMP149299	78	51-100
nonAMP149300	130	101-150
nonAMP149301	151	151-200
nonAMP149302	251	>200
nonAMP149303	130	101-150
nonAMP149304	107	101-150
nonAMP149305	137	101-150
nonAMP149306	193	151-200
nonAMP149307	180	151-200
nonAMP149308	190	151-200
nonAMP149309	180	151-200
nonAMP149310	186	151-200
nonAMP149311	118	101-150
nonAMP149312	87	51-100
nonAMP149313	109	101-150
nonAMP149314	115	101-150
nonAMP149315	144	101-150
nonAMP149316	186	151-200
nonAMP149317	190	151-200
nonAMP149318	70	51-100
nonAMP149319	183	151-200
nonAMP149320	99	51-100
nonAMP149321	137	101-150
nonAMP149322	107	101-150
nonAMP149323	196	151-200
nonAMP149324	252	>200
nonAMP149325	147	101-150
nonAMP149326	243	>200
nonAMP149327	249	>200
nonAMP149328	109	101-150
nonAMP149329	121	101-150
nonAMP149330	202	>200
nonAMP149331	214	>200
nonAMP149332	242	>200
nonAMP149333	43	0-50
nonAMP149334	190	151-200
nonAMP149335	159	151-200
nonAMP149336	253	>200
nonAMP149337	130	101-150
nonAMP149338	220	>200
nonAMP149339	122	101-150
nonAMP149340	131	101-150
nonAMP149341	152	151-200
nonAMP149342	80	51-100
nonAMP149343	84	51-100
nonAMP149344	175	151-200
nonAMP149345	116	101-150
nonAMP149346	159	151-200
nonAMP149347	109	101-150
nonAMP149348	86	51-100
nonAMP149349	178	151-200
nonAMP149350	125	101-150
nonAMP149351	57	51-100
nonAMP149352	140	101-150
nonAMP149353	236	>200
nonAMP149354	90	51-100
nonAMP149355	111	101-150
nonAMP149356	168	151-200
nonAMP149357	208	>200
nonAMP149358	117	101-150
nonAMP149359	93	51-100
nonAMP149360	138	101-150
nonAMP149361	81	51-100
nonAMP149362	75	51-100
nonAMP149363	230	>200
nonAMP149364	120	101-150
nonAMP149365	214	>200
nonAMP149366	29	0-50
nonAMP149367	138	101-150
nonAMP149368	150	101-150
nonAMP149369	151	151-200
nonAMP149370	201	>200
nonAMP149371	205	>200
nonAMP149372	72	51-100
nonAMP149373	215	>200
nonAMP149374	155	151-200
nonAMP149375	31	0-50
nonAMP149376	190	151-200
nonAMP149377	159	151-200
nonAMP149378	214	>200
nonAMP149379	171	151-200
nonAMP149380	173	151-200
nonAMP149381	185	151-200
nonAMP149382	228	>200
nonAMP149383	249	>200
nonAMP149384	142	101-150
nonAMP149385	179	151-200
nonAMP149386	96	51-100
nonAMP149387	91	51-100
nonAMP149388	181	151-200
nonAMP149389	199	151-200
nonAMP149390	174	151-200
nonAMP149391	184	151-200
nonAMP149392	218	>200
nonAMP149393	56	51-100
nonAMP149394	214	>200
nonAMP149395	249	>200
nonAMP149396	191	151-200
nonAMP149397	223	>200
nonAMP149398	156	151-200
nonAMP149399	188	151-200
nonAMP149400	135	101-150
nonAMP149401	101	101-150
nonAMP149402	190	151-200
nonAMP149403	61	51-100
nonAMP149404	218	>200
nonAMP149405	216	>200
nonAMP149406	124	101-150
nonAMP149407	201	>200
nonAMP149408	144	101-150
nonAMP149409	226	>200
nonAMP149410	210	>200
nonAMP149411	237	>200
nonAMP149412	235	>200
nonAMP149413	243	>200
nonAMP149414	186	151-200
nonAMP149415	169	151-200
nonAMP149416	45	0-50
nonAMP149417	143	101-150
nonAMP149418	155	151-200
nonAMP149419	15	0-50
nonAMP149420	162	151-200
nonAMP149421	175	151-200
nonAMP149422	212	>200
nonAMP149423	156	151-200
nonAMP149424	50	0-50
nonAMP149425	197	151-200
nonAMP149426	143	101-150
nonAMP149427	157	151-200
nonAMP149428	100	51-100
nonAMP149429	149	101-150
nonAMP149430	101	101-150
nonAMP149431	223	>200
nonAMP149432	14	0-50
nonAMP149433	127	101-150
nonAMP149434	200	151-200
nonAMP149435	226	>200
nonAMP149436	149	101-150
nonAMP149437	248	>200
nonAMP149438	97	51-100
nonAMP149439	102	101-150
nonAMP149440	226	>200
nonAMP149441	127	101-150
nonAMP149442	83	51-100
nonAMP149443	94	51-100
nonAMP149444	62	51-100
nonAMP149445	142	101-150
nonAMP149446	208	>200
nonAMP149447	209	>200
nonAMP149448	120	101-150
nonAMP149449	140	101-150
nonAMP149450	153	151-200
nonAMP149451	199	151-200
nonAMP149452	123	101-150
nonAMP149453	64	51-100
nonAMP149454	169	151-200
nonAMP149455	95	51-100
nonAMP149456	130	101-150
nonAMP149457	228	>200
nonAMP149458	104	101-150
nonAMP149459	205	>200
nonAMP149460	122	101-150
nonAMP149461	147	101-150
nonAMP149462	162	151-200
nonAMP149463	130	101-150
nonAMP149464	48	0-50
nonAMP149465	200	151-200
nonAMP149466	128	101-150
nonAMP149467	138	101-150
nonAMP149468	168	151-200
nonAMP149469	98	51-100
nonAMP149470	58	51-100
nonAMP149471	116	101-150
nonAMP149472	128	101-150
nonAMP149473	230	>200
nonAMP149474	254	>200
nonAMP149475	131	101-150
nonAMP149476	126	101-150
nonAMP149477	135	101-150
nonAMP149478	131	101-150
nonAMP149479	204	>200
nonAMP149480	173	151-200
nonAMP149481	67	51-100
nonAMP149482	155	151-200
nonAMP149483	254	>200
nonAMP149484	111	101-150
nonAMP149485	193	151-200
nonAMP149486	241	>200
nonAMP149487	138	101-150
nonAMP149488	222	>200
nonAMP149489	105	101-150
nonAMP149490	157	151-200
nonAMP149491	255	>200
nonAMP149492	170	151-200
nonAMP149493	156	151-200
nonAMP149494	255	>200
nonAMP149495	186	151-200
nonAMP149496	33	0-50
nonAMP149497	243	>200
nonAMP149498	120	101-150
nonAMP149499	212	>200
nonAMP149500	159	151-200
nonAMP149501	205	>200
nonAMP149502	149	101-150
nonAMP149503	83	51-100
nonAMP149504	127	101-150
nonAMP149505	32	0-50
nonAMP149506	142	101-150
nonAMP149507	139	101-150
nonAMP149508	37	0-50
nonAMP149509	210	>200
nonAMP149510	227	>200
nonAMP149511	144	101-150
nonAMP149512	241	>200
nonAMP149513	249	>200
nonAMP149514	208	>200
nonAMP149515	118	101-150
nonAMP149516	218	>200
nonAMP149517	115	101-150
nonAMP149518	26	0-50
nonAMP149519	208	>200
nonAMP149520	132	101-150
nonAMP149521	147	101-150
nonAMP149522	139	101-150
nonAMP149523	106	101-150
nonAMP149524	244	>200
nonAMP149525	16	0-50
nonAMP149526	243	>200
nonAMP149527	141	101-150
nonAMP149528	159	151-200
nonAMP149529	74	51-100
nonAMP149530	91	51-100
nonAMP149531	189	151-200
nonAMP149532	237	>200
nonAMP149533	201	>200
nonAMP149534	229	>200
nonAMP149535	173	151-200
nonAMP149536	112	101-150
nonAMP149537	141	101-150
nonAMP149538	59	51-100
nonAMP149539	193	151-200
nonAMP149540	104	101-150
nonAMP149541	169	151-200
nonAMP149542	226	>200
nonAMP149543	244	>200
nonAMP149544	85	51-100
nonAMP149545	191	151-200
nonAMP149546	205	>200
nonAMP149547	95	51-100
nonAMP149548	142	101-150
nonAMP149549	146	101-150
nonAMP149550	43	0-50
nonAMP149551	175	151-200
nonAMP149552	226	>200
nonAMP149553	149	101-150
nonAMP149554	214	>200
nonAMP149555	209	>200
nonAMP149556	61	51-100
nonAMP149557	228	>200
nonAMP149558	225	>200
nonAMP149559	169	151-200
nonAMP149560	237	>200
nonAMP149561	196	151-200
nonAMP149562	132	101-150
nonAMP149563	217	>200
nonAMP149564	176	151-200
nonAMP149565	196	151-200
nonAMP149566	197	151-200
nonAMP149567	210	>200
nonAMP149568	83	51-100
nonAMP149569	180	151-200
nonAMP149570	186	151-200
nonAMP149571	247	>200
nonAMP149572	241	>200
nonAMP149573	142	101-150
nonAMP149574	92	51-100
nonAMP149575	189	151-200
nonAMP149576	219	>200
nonAMP149577	196	151-200
nonAMP149578	238	>200
nonAMP149579	16	0-50
nonAMP149580	176	151-200
nonAMP149581	155	151-200
nonAMP149582	183	151-200
nonAMP149583	233	>200
nonAMP149584	100	51-100
nonAMP149585	139	101-150
nonAMP149586	227	>200
nonAMP149587	210	>200
nonAMP149588	142	101-150
nonAMP149589	134	101-150
nonAMP149590	184	151-200
nonAMP149591	169	151-200
nonAMP149592	172	151-200
nonAMP149593	154	151-200
nonAMP149594	116	101-150
nonAMP149595	127	101-150
nonAMP149596	125	101-150
nonAMP149597	193	151-200
nonAMP149598	237	>200
nonAMP149599	188	151-200
nonAMP149600	204	>200
nonAMP149601	225	>200
nonAMP149602	159	151-200
nonAMP149603	144	101-150
nonAMP149604	188	151-200
nonAMP149605	185	151-200
nonAMP149606	189	151-200
nonAMP149607	219	>200
nonAMP149608	131	101-150
nonAMP149609	75	51-100
nonAMP149610	116	101-150
nonAMP149611	84	51-100
nonAMP149612	155	151-200
nonAMP149613	88	51-100
nonAMP149614	71	51-100
nonAMP149615	166	151-200
nonAMP149616	234	>200
nonAMP149617	254	>200
nonAMP149618	16	0-50
nonAMP149619	127	101-150
nonAMP149620	255	>200
nonAMP149621	199	151-200
nonAMP149622	158	151-200
nonAMP149623	72	51-100
nonAMP149624	194	151-200
nonAMP149625	250	>200
nonAMP149626	136	101-150
nonAMP149627	130	101-150
nonAMP149628	125	101-150
nonAMP149629	102	101-150
nonAMP149630	255	>200
nonAMP149631	124	101-150
nonAMP149632	207	>200
nonAMP149633	210	>200
nonAMP149634	126	101-150
nonAMP149635	152	151-200
nonAMP149636	218	>200
nonAMP149637	112	101-150
nonAMP149638	90	51-100
nonAMP149639	177	151-200
nonAMP149640	122	101-150
nonAMP149641	172	151-200
nonAMP149642	187	151-200
nonAMP149643	179	151-200
nonAMP149644	158	151-200
nonAMP149645	128	101-150
nonAMP149646	214	>200
nonAMP149647	144	101-150
nonAMP149648	240	>200
nonAMP149649	196	151-200
nonAMP149650	138	101-150
nonAMP149651	234	>200
nonAMP149652	103	101-150
nonAMP149653	222	>200
nonAMP149654	133	101-150
nonAMP149655	125	101-150
nonAMP149656	106	101-150
nonAMP149657	126	101-150
nonAMP149658	203	>200
nonAMP149659	151	151-200
nonAMP149660	56	51-100
nonAMP149661	101	101-150
nonAMP149662	226	>200
nonAMP149663	162	151-200
nonAMP149664	248	>200
nonAMP149665	197	151-200
nonAMP149666	101	101-150
nonAMP149667	133	101-150
nonAMP149668	187	151-200
nonAMP149669	239	>200
nonAMP149670	160	151-200
nonAMP149671	121	101-150
nonAMP149672	228	>200
nonAMP149673	234	>200
nonAMP149674	131	101-150
nonAMP149675	221	>200
nonAMP149676	120	101-150
nonAMP149677	187	151-200
nonAMP149678	206	>200
nonAMP149679	161	151-200
nonAMP149680	132	101-150
nonAMP149681	217	>200
nonAMP149682	26	0-50
nonAMP149683	98	51-100
nonAMP149684	129	101-150
nonAMP149685	196	151-200
nonAMP149686	86	51-100
nonAMP149687	171	151-200
nonAMP149688	78	51-100
nonAMP149689	207	>200
nonAMP149690	140	101-150
nonAMP149691	226	>200
nonAMP149692	202	>200
nonAMP149693	125	101-150
nonAMP149694	86	51-100
nonAMP149695	100	51-100
nonAMP149696	221	>200
nonAMP149697	83	51-100
nonAMP149698	161	151-200
nonAMP149699	211	>200
nonAMP149700	125	101-150
nonAMP149701	206	>200
nonAMP149702	126	101-150
nonAMP149703	158	151-200
nonAMP149704	118	101-150
nonAMP149705	152	151-200
nonAMP149706	229	>200
nonAMP149707	233	>200
nonAMP149708	141	101-150
nonAMP149709	144	101-150
nonAMP149710	174	151-200
nonAMP149711	140	101-150
nonAMP149712	73	51-100
nonAMP149713	158	151-200
nonAMP149714	196	151-200
nonAMP149715	95	51-100
nonAMP149716	201	>200
nonAMP149717	206	>200
nonAMP149718	230	>200
nonAMP149719	251	>200
nonAMP149720	184	151-200
nonAMP149721	158	151-200
nonAMP149722	122	101-150
nonAMP149723	204	>200
nonAMP149724	235	>200
nonAMP149725	102	101-150
nonAMP149726	113	101-150
nonAMP149727	70	51-100
nonAMP149728	230	>200
nonAMP149729	228	>200
nonAMP149730	74	51-100
nonAMP149731	173	151-200
nonAMP149732	89	51-100
nonAMP149733	220	>200
nonAMP149734	238	>200
nonAMP149735	150	101-150
nonAMP149736	198	151-200
nonAMP149737	251	>200
nonAMP149738	133	101-150
nonAMP149739	117	101-150
nonAMP149740	254	>200
nonAMP149741	173	151-200
nonAMP149742	172	151-200
nonAMP149743	156	151-200
nonAMP149744	52	51-100
nonAMP149745	242	>200
nonAMP149746	224	>200
nonAMP149747	116	101-150
nonAMP149748	225	>200
nonAMP149749	160	151-200
nonAMP149750	126	101-150
nonAMP149751	161	151-200
nonAMP149752	213	>200
nonAMP149753	88	51-100
nonAMP149754	215	>200
nonAMP149755	138	101-150
nonAMP149756	120	101-150
nonAMP149757	169	151-200
nonAMP149758	11	0-50
nonAMP149759	103	101-150
nonAMP149760	61	51-100
nonAMP149761	42	0-50
nonAMP149762	126	101-150
nonAMP149763	187	151-200
nonAMP149764	224	>200
nonAMP149765	113	101-150
nonAMP149766	158	151-200
nonAMP149767	146	101-150
nonAMP149768	65	51-100
nonAMP149769	166	151-200
nonAMP149770	190	151-200
nonAMP149771	231	>200
nonAMP149772	168	151-200
nonAMP149773	166	151-200
nonAMP149774	115	101-150
nonAMP149775	138	101-150
nonAMP149776	162	151-200
nonAMP149777	227	>200
nonAMP149778	213	>200
nonAMP149779	131	101-150
nonAMP149780	152	151-200
nonAMP149781	225	>200
nonAMP149782	211	>200
nonAMP149783	209	>200
nonAMP149784	136	101-150
nonAMP149785	104	101-150
nonAMP149786	148	101-150
nonAMP149787	143	101-150
nonAMP149788	196	151-200
nonAMP149789	101	101-150
nonAMP149790	243	>200
nonAMP149791	143	101-150
nonAMP149792	163	151-200
nonAMP149793	220	>200
nonAMP149794	175	151-200
nonAMP149795	200	151-200
nonAMP149796	81	51-100
nonAMP149797	158	151-200
nonAMP149798	195	151-200
nonAMP149799	139	101-150
nonAMP149800	244	>200
nonAMP149801	197	151-200
nonAMP149802	116	101-150
nonAMP149803	65	51-100
nonAMP149804	100	51-100
nonAMP149805	197	151-200
nonAMP149806	239	>200
nonAMP149807	92	51-100
nonAMP149808	173	151-200
nonAMP149809	93	51-100
nonAMP149810	230	>200
nonAMP149811	240	>200
nonAMP149812	83	51-100
nonAMP149813	118	101-150
nonAMP149814	153	151-200
nonAMP149815	191	151-200
nonAMP149816	250	>200
nonAMP149817	123	101-150
nonAMP149818	212	>200
nonAMP149819	72	51-100
nonAMP149820	101	101-150
nonAMP149821	92	51-100
nonAMP149822	70	51-100
nonAMP149823	177	151-200
nonAMP149824	147	101-150
nonAMP149825	182	151-200
nonAMP149826	117	101-150
nonAMP149827	119	101-150
nonAMP149828	162	151-200
nonAMP149829	101	101-150
nonAMP149830	216	>200
nonAMP149831	160	151-200
nonAMP149832	249	>200
nonAMP149833	189	151-200
nonAMP149834	201	>200
nonAMP149835	238	>200
nonAMP149836	68	51-100
nonAMP149837	99	51-100
nonAMP149838	121	101-150
nonAMP149839	80	51-100
nonAMP149840	229	>200
nonAMP149841	216	>200
nonAMP149842	242	>200
nonAMP149843	160	151-200
nonAMP149844	105	101-150
nonAMP149845	37	0-50
nonAMP149846	120	101-150
nonAMP149847	74	51-100
nonAMP149848	250	>200
nonAMP149849	204	>200
nonAMP149850	161	151-200
nonAMP149851	174	151-200
nonAMP149852	161	151-200
nonAMP149853	206	>200
nonAMP149854	108	101-150
nonAMP149855	104	101-150
nonAMP149856	109	101-150
nonAMP149857	90	51-100
nonAMP149858	242	>200
nonAMP149859	175	151-200
nonAMP149860	202	>200
nonAMP149861	210	>200
nonAMP149862	10	0-50
nonAMP149863	172	151-200
nonAMP149864	144	101-150
nonAMP149865	121	101-150
nonAMP149866	234	>200
nonAMP149867	228	>200
nonAMP149868	114	101-150
nonAMP149869	235	>200
nonAMP149870	101	101-150
nonAMP149871	185	151-200
