ID	length	range
nonAMP134402	63	51-100
nonAMP58010	73	51-100
nonAMP17253	96	51-100
nonAMP66064	52	51-100
nonAMP151834	67	51-100
nonAMP70897	100	51-100
nonAMP77386	87	51-100
nonAMP142430	94	51-100
nonAMP158444	82	51-100
nonAMP29312	94	51-100
nonAMP10857	89	51-100
nonAMP145523	84	51-100
nonAMP79551	84	51-100
nonAMP38403	74	51-100
nonAMP150798	95	51-100
nonAMP50525	89	51-100
nonAMP25567	72	51-100
nonAMP12805	100	51-100
nonAMP90795	75	51-100
nonAMP57432	85	51-100
nonAMP157178	68	51-100
nonAMP11517	64	51-100
nonAMP38044	71	51-100
nonAMP157369	97	51-100
nonAMP100046	67	51-100
nonAMP140089	92	51-100
nonAMP544	64	51-100
nonAMP68441	91	51-100
nonAMP138411	76	51-100
nonAMP120817	70	51-100
nonAMP116159	89	51-100
nonAMP44900	92	51-100
nonAMP111565	75	51-100
nonAMP74916	63	51-100
nonAMP64511	71	51-100
nonAMP141678	89	51-100
nonAMP103095	96	51-100
nonAMP68375	84	51-100
nonAMP69031	77	51-100
nonAMP65115	66	51-100
nonAMP106076	56	51-100
nonAMP114469	79	51-100
nonAMP155787	94	51-100
nonAMP45354	100	51-100
nonAMP2333	82	51-100
nonAMP154638	89	51-100
nonAMP71652	80	51-100
nonAMP19034	94	51-100
nonAMP109314	78	51-100
nonAMP38891	66	51-100
nonAMP165823	84	51-100
nonAMP68954	94	51-100
nonAMP21556	98	51-100
nonAMP77946	97	51-100
nonAMP28844	97	51-100
nonAMP134222	62	51-100
nonAMP54103	100	51-100
nonAMP58367	98	51-100
nonAMP19004	82	51-100
nonAMP73714	93	51-100
nonAMP117078	61	51-100
nonAMP144630	82	51-100
nonAMP42534	85	51-100
nonAMP165706	59	51-100
nonAMP46691	88	51-100
nonAMP132259	72	51-100
nonAMP38103	78	51-100
nonAMP4746	91	51-100
nonAMP134937	60	51-100
nonAMP166785	63	51-100
nonAMP120460	81	51-100
nonAMP131109	59	51-100
nonAMP28985	93	51-100
nonAMP51867	80	51-100
nonAMP135997	91	51-100
nonAMP132875	92	51-100
nonAMP112169	83	51-100
nonAMP50742	95	51-100
nonAMP105668	78	51-100
nonAMP7423	81	51-100
nonAMP96218	77	51-100
nonAMP80112	95	51-100
nonAMP130050	92	51-100
nonAMP79522	98	51-100
nonAMP115380	55	51-100
nonAMP121489	87	51-100
nonAMP145213	96	51-100
nonAMP137856	90	51-100
nonAMP31105	91	51-100
nonAMP132412	100	51-100
nonAMP139344	63	51-100
nonAMP130131	90	51-100
nonAMP18639	98	51-100
nonAMP160489	54	51-100
nonAMP93400	87	51-100
nonAMP52065	97	51-100
nonAMP4957	90	51-100
nonAMP58235	71	51-100
nonAMP153299	95	51-100
nonAMP96993	92	51-100
nonAMP49685	55	51-100
nonAMP31	98	51-100
nonAMP152651	57	51-100
nonAMP73147	98	51-100
nonAMP55649	61	51-100
nonAMP105794	100	51-100
nonAMP93293	55	51-100
nonAMP99357	73	51-100
nonAMP25038	83	51-100
nonAMP145869	72	51-100
nonAMP164699	71	51-100
nonAMP15242	75	51-100
nonAMP56244	95	51-100
nonAMP143623	68	51-100
nonAMP113185	64	51-100
nonAMP101107	93	51-100
nonAMP146911	69	51-100
nonAMP65554	89	51-100
nonAMP141422	68	51-100
nonAMP12252	89	51-100
nonAMP122924	70	51-100
nonAMP26652	83	51-100
nonAMP7767	87	51-100
nonAMP21419	77	51-100
nonAMP64914	92	51-100
nonAMP93727	72	51-100
nonAMP161968	68	51-100
nonAMP51640	95	51-100
nonAMP48338	66	51-100
nonAMP40617	80	51-100
nonAMP97223	51	51-100
nonAMP148611	86	51-100
nonAMP76912	100	51-100
nonAMP43768	96	51-100
nonAMP23404	71	51-100
nonAMP127793	61	51-100
nonAMP87341	95	51-100
nonAMP146486	87	51-100
nonAMP140303	91	51-100
nonAMP28518	87	51-100
nonAMP126932	62	51-100
nonAMP5135	92	51-100
nonAMP95566	80	51-100
nonAMP159911	67	51-100
nonAMP825	96	51-100
nonAMP160478	94	51-100
nonAMP72272	64	51-100
nonAMP129973	91	51-100
nonAMP46628	92	51-100
nonAMP48735	82	51-100
nonAMP2235	90	51-100
nonAMP44157	100	51-100
nonAMP51501	96	51-100
nonAMP148760	77	51-100
nonAMP9395	55	51-100
nonAMP8935	81	51-100
nonAMP3346	72	51-100
nonAMP117012	57	51-100
nonAMP164802	68	51-100
nonAMP139879	82	51-100
nonAMP133863	87	51-100
nonAMP157478	91	51-100
nonAMP153383	54	51-100
nonAMP110962	88	51-100
nonAMP116151	78	51-100
nonAMP60783	96	51-100
nonAMP134722	86	51-100
nonAMP119527	78	51-100
nonAMP142715	69	51-100
nonAMP67486	71	51-100
nonAMP84357	83	51-100
nonAMP35175	80	51-100
nonAMP52454	88	51-100
nonAMP164048	88	51-100
nonAMP106382	85	51-100
nonAMP58008	95	51-100
nonAMP83372	89	51-100
nonAMP13459	56	51-100
nonAMP140906	61	51-100
nonAMP109075	63	51-100
nonAMP23545	97	51-100
nonAMP104707	89	51-100
nonAMP89251	93	51-100
nonAMP97896	66	51-100
nonAMP92679	100	51-100
nonAMP139427	80	51-100
nonAMP159792	93	51-100
nonAMP74923	79	51-100
nonAMP139455	95	51-100
nonAMP90233	96	51-100
nonAMP143280	95	51-100
nonAMP77428	98	51-100
nonAMP96931	67	51-100
nonAMP22278	83	51-100
nonAMP152524	99	51-100
nonAMP40480	78	51-100
nonAMP38450	90	51-100
nonAMP137382	68	51-100
nonAMP71910	84	51-100
nonAMP50765	79	51-100
nonAMP12027	92	51-100
nonAMP33780	55	51-100
nonAMP102094	65	51-100
nonAMP54356	65	51-100
nonAMP17801	67	51-100
nonAMP79910	89	51-100
nonAMP133272	93	51-100
nonAMP10159	61	51-100
nonAMP150290	82	51-100
nonAMP125942	91	51-100
nonAMP31564	74	51-100
nonAMP83801	97	51-100
nonAMP67308	97	51-100
nonAMP11997	92	51-100
nonAMP62277	78	51-100
nonAMP100192	67	51-100
nonAMP13714	92	51-100
nonAMP120189	68	51-100
nonAMP100328	75	51-100
nonAMP133624	87	51-100
nonAMP111042	78	51-100
nonAMP75528	83	51-100
nonAMP3484	59	51-100
nonAMP89298	92	51-100
nonAMP41653	72	51-100
nonAMP115267	60	51-100
nonAMP46511	94	51-100
nonAMP165723	76	51-100
nonAMP119479	92	51-100
nonAMP126802	96	51-100
nonAMP159422	55	51-100
nonAMP159908	69	51-100
nonAMP22954	67	51-100
nonAMP63151	63	51-100
nonAMP78062	65	51-100
nonAMP69231	78	51-100
nonAMP68669	97	51-100
nonAMP79920	84	51-100
nonAMP61492	89	51-100
nonAMP37208	58	51-100
nonAMP112793	64	51-100
nonAMP46731	81	51-100
nonAMP36812	88	51-100
nonAMP83733	76	51-100
nonAMP58244	78	51-100
nonAMP21930	83	51-100
nonAMP140117	95	51-100
nonAMP9388	55	51-100
nonAMP153912	79	51-100
nonAMP121678	61	51-100
nonAMP26089	72	51-100
nonAMP44054	87	51-100
nonAMP93736	75	51-100
nonAMP4840	89	51-100
nonAMP144271	65	51-100
nonAMP88590	95	51-100
nonAMP13464	64	51-100
nonAMP163189	56	51-100
nonAMP45766	99	51-100
nonAMP95730	66	51-100
nonAMP65942	85	51-100
nonAMP42167	98	51-100
nonAMP141099	51	51-100
nonAMP89260	71	51-100
